barangay_name,municipality_name,province_name,matcher,Zone Name,Status
barangay 842,pandacan,ncr,barangay 842 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 843,pandacan,ncr,barangay 843 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 844,pandacan,ncr,barangay 844 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 845,pandacan,ncr,barangay 845 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 846,pandacan,ncr,barangay 846 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 847,pandacan,ncr,barangay 847 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 848,pandacan,ncr,barangay 848 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 849,pandacan,ncr,barangay 849 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 85,tondo i ii,ncr,barangay 85 tondo i ii ncr,MANILA 3-ZONE 6,serviceable
barangay 850,pandacan,ncr,barangay 850 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 851,pandacan,ncr,barangay 851 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 852,pandacan,ncr,barangay 852 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 853,pandacan,ncr,barangay 853 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 855,pandacan,ncr,barangay 855 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 856,pandacan,ncr,barangay 856 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 857,pandacan,ncr,barangay 857 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 858,pandacan,ncr,barangay 858 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 859,pandacan,ncr,barangay 859 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 86,tondo i ii,ncr,barangay 86 tondo i ii ncr,MANILA 3-ZONE 2,serviceable
barangay 860,pandacan,ncr,barangay 860 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 861,pandacan,ncr,barangay 861 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 862,pandacan,ncr,barangay 862 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 863,pandacan,ncr,barangay 863 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 864,pandacan,ncr,barangay 864 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 865,pandacan,ncr,barangay 865 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 866,santa ana,ncr,barangay 866 santa ana ncr,MANILA 1-ZONE 4,serviceable
barangay 867,pandacan,ncr,barangay 867 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 868,pandacan,ncr,barangay 868 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 869,pandacan,ncr,barangay 869 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 87,tondo i ii,ncr,barangay 87 tondo i ii ncr,MANILA 3-ZONE 2,serviceable
barangay 870,pandacan,ncr,barangay 870 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 871,pandacan,ncr,barangay 871 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 872,pandacan,ncr,barangay 872 pandacan ncr,MANILA 1-ZONE 4,serviceable
barangay 873,santa ana,ncr,barangay 873 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 874,santa ana,ncr,barangay 874 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 875,santa ana,ncr,barangay 875 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 876,santa ana,ncr,barangay 876 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 877,santa ana,ncr,barangay 877 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 878,santa ana,ncr,barangay 878 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 879,santa ana,ncr,barangay 879 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 88,tondo i ii,ncr,barangay 88 tondo i ii ncr,MANILA 3-ZONE 2,serviceable
barangay 880,santa ana,ncr,barangay 880 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 881,santa ana,ncr,barangay 881 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 882,santa ana,ncr,barangay 882 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 883,santa ana,ncr,barangay 883 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 884,santa ana,ncr,barangay 884 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 885,santa ana,ncr,barangay 885 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 886,santa ana,ncr,barangay 886 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 887,santa ana,ncr,barangay 887 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 888,santa ana,ncr,barangay 888 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 889,santa ana,ncr,barangay 889 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 89,tondo i ii,ncr,barangay 89 tondo i ii ncr,MANILA 3-ZONE 2,serviceable
barangay 890,santa ana,ncr,barangay 890 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 891,santa ana,ncr,barangay 891 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 892,santa ana,ncr,barangay 892 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 893,santa ana,ncr,barangay 893 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 894,santa ana,ncr,barangay 894 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 895,santa ana,ncr,barangay 895 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 896,santa ana,ncr,barangay 896 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 897,santa ana,ncr,barangay 897 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 898,santa ana,ncr,barangay 898 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 899,santa ana,ncr,barangay 899 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 9,tondo i ii,ncr,barangay 9 tondo i ii ncr,MANILA 3-ZONE 7,serviceable
barangay 90,tondo i ii,ncr,barangay 90 tondo i ii ncr,MANILA 3-ZONE 2,serviceable
barangay 900,santa ana,ncr,barangay 900 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 901,santa ana,ncr,barangay 901 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 902,santa ana,ncr,barangay 902 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 903,santa ana,ncr,barangay 903 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 904,santa ana,ncr,barangay 904 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 905,santa ana,ncr,barangay 905 santa ana ncr,MANILA 1-ZONE 5,serviceable
barangay 91,tondo i ii,ncr,barangay 91 tondo i ii ncr,MANILA 3-ZONE 2,serviceable
barangay 92,tondo i ii,ncr,barangay 92 tondo i ii ncr,MANILA 3-ZONE 2,serviceable
barangay 93,tondo i ii,ncr,barangay 93 tondo i ii ncr,MANILA 3-ZONE 2,serviceable
barangay 94,tondo i ii,ncr,barangay 94 tondo i ii ncr,MANILA 3-ZONE 5,serviceable
barangay 95,tondo i ii,ncr,barangay 95 tondo i ii ncr,MANILA 3-ZONE 5,serviceable
barangay 96,tondo i ii,ncr,barangay 96 tondo i ii ncr,MANILA 3-ZONE 5,serviceable
barangay 97,tondo i ii,ncr,barangay 97 tondo i ii ncr,MANILA 3-ZONE 5,serviceable
barangay 98,tondo i ii,ncr,barangay 98 tondo i ii ncr,MANILA 3-ZONE 5,serviceable
barangay 99,tondo i ii,ncr,barangay 99 tondo i ii ncr,MANILA 3-ZONE 5,serviceable
barangka,marikina city,ncr,barangka marikina city ncr,MARIKINA-ZONE 7,serviceable
calumpang,marikina city,ncr,calumpang marikina city ncr,MARIKINA-ZONE 5,serviceable
concepcion dos,marikina city,ncr,concepcion dos marikina city ncr,MARIKINA 2-NM1-MM,serviceable
concepcion uno,marikina city,ncr,concepcion uno marikina city ncr,MARIKINA 2-NM1-MM,serviceable
fortune,marikina city,ncr,fortune marikina city ncr,MARIKINA 2-NM1-MM,serviceable
industrial valley,marikina city,ncr,industrial valley marikina city ncr,MARIKINA-ZONE 8,serviceable
jesus de la pena,marikina city,ncr,jesus de la pena marikina city ncr,MARIKINA-ZONE 6,serviceable
malanday,marikina city,ncr,malanday marikina city ncr,MARIKINA-ZONE 2,serviceable
marikina heights concepcion,marikina city,ncr,marikina heights concepcion marikina city ncr,MARIKINA 2-NM1-MM,serviceable
nangka,marikina city,ncr,nangka marikina city ncr,MARIKINA 2-NM1-MM,serviceable
parang,marikina city,ncr,parang marikina city ncr,MARIKINA 2-NM1-MM,serviceable
san roque,marikina city,ncr,san roque marikina city ncr,MARIKINA-ZONE 4,serviceable
santa elena pob,marikina city,ncr,santa elena pob marikina city ncr,MARIKINA-ZONE 3,serviceable
santo nino,marikina city,ncr,santo nino marikina city ncr,MARIKINA-ZONE 1,serviceable
tanong,marikina city,ncr,tanong marikina city ncr,MARIKINA-ZONE 6,serviceable
tumana,marikina city,ncr,tumana marikina city ncr,MARIKINA 2-NM1-MM,serviceable
alabang,muntinlupa city,ncr,alabang muntinlupa city ncr,MUNTINLUPA-ZONE 1,serviceable
ayala alabang,muntinlupa city,ncr,ayala alabang muntinlupa city ncr,MUNTINLUPA-ZONE 2,serviceable
bayanan,muntinlupa city,ncr,bayanan muntinlupa city ncr,MUNTINLUPA-ZONE 3,serviceable
buli,muntinlupa city,ncr,buli muntinlupa city ncr,MUNTINLUPA-ZONE 4,serviceable
cupang,muntinlupa city,ncr,cupang muntinlupa city ncr,MUNTINLUPA-ZONE 5,serviceable
poblacion,muntinlupa city,ncr,poblacion muntinlupa city ncr,MUNTINLUPA-ZONE 6,serviceable
putatan,muntinlupa city,ncr,putatan muntinlupa city ncr,MUNTINLUPA-ZONE 7,serviceable
sucat,muntinlupa city,ncr,sucat muntinlupa city ncr,MUNTINLUPA-ZONE 8,serviceable
tunasan,muntinlupa city,ncr,tunasan muntinlupa city ncr,MUNTINLUPA-ZONE 9,serviceable
bagumbayan north,navotas city,ncr,bagumbayan north navotas city ncr,MALABON-ZONE 13,serviceable
bagumbayan south,navotas city,ncr,bagumbayan south navotas city ncr,MALABON-ZONE 13,serviceable
bangculasi,navotas city,ncr,bangculasi navotas city ncr,MALABON-ZONE 14,serviceable
daanghari,navotas city,ncr,daanghari navotas city ncr,MALABON-ZONE 12,serviceable
navotas east,navotas city,ncr,navotas east navotas city ncr,MALABON-ZONE 12,serviceable
navotas west,navotas city,ncr,navotas west navotas city ncr,MALABON-ZONE 12,serviceable
north bay blvd north,navotas city,ncr,north bay blvd north navotas city ncr,MALABON-ZONE 14,serviceable
north bay blvd south,navotas city,ncr,north bay blvd south navotas city ncr,MALABON-ZONE 15,serviceable
san jose pob,navotas city,ncr,san jose pob navotas city ncr,MALABON-ZONE 12,serviceable
san rafael village,navotas city,ncr,san rafael village navotas city ncr,MALABON-ZONE 15,serviceable
san roque,navotas city,ncr,san roque navotas city ncr,MALABON-ZONE 11,serviceable
sipac almacen,navotas city,ncr,sipac almacen navotas city ncr,MALABON-ZONE 12,serviceable
tangos,navotas city,ncr,tangos navotas city ncr,MALABON-ZONE 11,serviceable
tanza,navotas city,ncr,tanza navotas city ncr,MALABON-ZONE 16,serviceable
b f homes,paranaque city,ncr,b f homes paranaque city ncr,PARANAQUE-ZONE 1,serviceable
baclaran,paranaque city,ncr,baclaran paranaque city ncr,Santo Nino-ZONE 1,serviceable
don bosco,paranaque city,ncr,don bosco paranaque city ncr,PARANAQUE-ZONE 3,serviceable
don galo,paranaque city,ncr,don galo paranaque city ncr,Santo Nino-ZONE 4,serviceable
la huerta,paranaque city,ncr,la huerta paranaque city ncr,Santo Nino-ZONE 5,serviceable
marcelo green village,paranaque city,ncr,marcelo green village paranaque city ncr,PARANAQUE-ZONE 6,serviceable
merville,paranaque city,ncr,merville paranaque city ncr,PARANAQUE-ZONE 7,serviceable
moonwalk,paranaque city,ncr,moonwalk paranaque city ncr,SANTO NINO-ZONE 9,serviceable
san antonio,paranaque city,ncr,san antonio paranaque city ncr,PARANAQUE-ZONE 2,serviceable
san dionisio,paranaque city,ncr,san dionisio paranaque city ncr,Santo Nino-ZONE 10,serviceable
san isidro,paranaque city,ncr,san isidro paranaque city ncr,PARANAQUE-ZONE 11,serviceable
san martin de porres,paranaque city,ncr,san martin de porres paranaque city ncr,PARANAQUE-ZONE 12,serviceable
santo nino,paranaque city,ncr,santo nino paranaque city ncr,Santo Nino-ZONE 13,serviceable
sun valley,paranaque city,ncr,sun valley paranaque city ncr,PARANAQUE-ZONE 8,serviceable
tambo,paranaque city,ncr,tambo paranaque city ncr,Santo Nino-ZONE 8,serviceable
vitalez,paranaque city,ncr,vitalez paranaque city ncr,Santo Nino-ZONE 11,serviceable
barangay 1,pasay city,ncr,barangay 1 pasay city ncr,PASAY-ZONE 4,serviceable
barangay 10,pasay city,ncr,barangay 10 pasay city ncr,BACLARAN 1-ZONE 1,serviceable
barangay 100,pasay city,ncr,barangay 100 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 101,pasay city,ncr,barangay 101 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 102,pasay city,ncr,barangay 102 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 103,pasay city,ncr,barangay 103 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 104,pasay city,ncr,barangay 104 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 105,pasay city,ncr,barangay 105 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 106,pasay city,ncr,barangay 106 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 107,pasay city,ncr,barangay 107 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 108,pasay city,ncr,barangay 108 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 109,pasay city,ncr,barangay 109 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 11,pasay city,ncr,barangay 11 pasay city ncr,BACLARAN 1-ZONE 1,serviceable
barangay 110,pasay city,ncr,barangay 110 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 111,pasay city,ncr,barangay 111 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 112,pasay city,ncr,barangay 112 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 113,pasay city,ncr,barangay 113 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 114,pasay city,ncr,barangay 114 pasay city ncr,BACLARAN 1-ZONE 1,serviceable
barangay 115,pasay city,ncr,barangay 115 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 116,pasay city,ncr,barangay 116 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 117,pasay city,ncr,barangay 117 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 118,pasay city,ncr,barangay 118 pasay city ncr,BACLARAN 1-ZONE 1,serviceable
barangay 119,pasay city,ncr,barangay 119 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 12,pasay city,ncr,barangay 12 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 120,pasay city,ncr,barangay 120 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 121,pasay city,ncr,barangay 121 pasay city ncr,BACLARAN 1-ZONE 1,serviceable
barangay 122,pasay city,ncr,barangay 122 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 123,pasay city,ncr,barangay 123 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 124,pasay city,ncr,barangay 124 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 125,pasay city,ncr,barangay 125 pasay city ncr,BACLARAN 1-ZONE 1,serviceable
barangay 126,pasay city,ncr,barangay 126 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 127,pasay city,ncr,barangay 127 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 128,pasay city,ncr,barangay 128 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 129,pasay city,ncr,barangay 129 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 13,pasay city,ncr,barangay 13 pasay city ncr,BACLARAN 1-ZONE 1,serviceable
barangay 130,pasay city,ncr,barangay 130 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 131,pasay city,ncr,barangay 131 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 132,pasay city,ncr,barangay 132 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 133,pasay city,ncr,barangay 133 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 134,pasay city,ncr,barangay 134 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 135,pasay city,ncr,barangay 135 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 136,pasay city,ncr,barangay 136 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 137,pasay city,ncr,barangay 137 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 138,pasay city,ncr,barangay 138 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 139,pasay city,ncr,barangay 139 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 14,pasay city,ncr,barangay 14 pasay city ncr,BACLARAN 1-ZONE 5,serviceable
barangay 140,pasay city,ncr,barangay 140 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 141,pasay city,ncr,barangay 141 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 142,pasay city,ncr,barangay 142 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 143,pasay city,ncr,barangay 143 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 144,pasay city,ncr,barangay 144 pasay city ncr,BACLARAN 1-ZONE 4,serviceable
barangay 145,pasay city,ncr,barangay 145 pasay city ncr,PASAY-ZONE 3,serviceable
barangay 146,pasay city,ncr,barangay 146 pasay city ncr,PASAY-ZONE 3,serviceable
barangay 147,pasay city,ncr,barangay 147 pasay city ncr,PASAY-ZONE 3,serviceable
barangay 148,pasay city,ncr,barangay 148 pasay city ncr,PASAY-ZONE 3,serviceable
barangay 149,pasay city,ncr,barangay 149 pasay city ncr,PASAY-ZONE 3,serviceable
barangay 15,pasay city,ncr,barangay 15 pasay city ncr,BACLARAN 1-ZONE 5,serviceable
barangay 150,pasay city,ncr,barangay 150 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 151,pasay city,ncr,barangay 151 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 152,pasay city,ncr,barangay 152 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 153,pasay city,ncr,barangay 153 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 154,pasay city,ncr,barangay 154 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 155,pasay city,ncr,barangay 155 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 156,pasay city,ncr,barangay 156 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 157,pasay city,ncr,barangay 157 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 158,pasay city,ncr,barangay 158 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 159,pasay city,ncr,barangay 159 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 16,pasay city,ncr,barangay 16 pasay city ncr,BACLARAN 1-ZONE 5,serviceable
barangay 160,pasay city,ncr,barangay 160 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 161,pasay city,ncr,barangay 161 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 162,pasay city,ncr,barangay 162 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 163,pasay city,ncr,barangay 163 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 164,pasay city,ncr,barangay 164 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 165,pasay city,ncr,barangay 165 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 166,pasay city,ncr,barangay 166 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 167,pasay city,ncr,barangay 167 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 168,pasay city,ncr,barangay 168 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 169,pasay city,ncr,barangay 169 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 17,pasay city,ncr,barangay 17 pasay city ncr,BACLARAN 1-ZONE 5,serviceable
barangay 170,pasay city,ncr,barangay 170 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 171,pasay city,ncr,barangay 171 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 172,pasay city,ncr,barangay 172 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 173,pasay city,ncr,barangay 173 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 174,pasay city,ncr,barangay 174 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 175,pasay city,ncr,barangay 175 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 176,pasay city,ncr,barangay 176 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 177,pasay city,ncr,barangay 177 pasay city ncr,PASAY-ZONE 6,serviceable
barangay 178,pasay city,ncr,barangay 178 pasay city ncr,PASAY-ZONE 7,serviceable
barangay 179,pasay city,ncr,barangay 179 pasay city ncr,PASAY-ZONE 7,serviceable
barangay 18,pasay city,ncr,barangay 18 pasay city ncr,BACLARAN 1-ZONE 5,serviceable
barangay 180,pasay city,ncr,barangay 180 pasay city ncr,PASAY-ZONE 7,serviceable
barangay 181,pasay city,ncr,barangay 181 pasay city ncr,PASAY-ZONE 7,serviceable
barangay 182,pasay city,ncr,barangay 182 pasay city ncr,PASAY-ZONE 7,serviceable
barangay 183,pasay city,ncr,barangay 183 pasay city ncr,BACLARAN 1-ZONE 7,serviceable
barangay 184,pasay city,ncr,barangay 184 pasay city ncr,PASAY-ZONE 7,serviceable
barangay 185,pasay city,ncr,barangay 185 pasay city ncr,PASAY-ZONE 7,serviceable
barangay 186,pasay city,ncr,barangay 186 pasay city ncr,PASAY-ZONE 7,serviceable
barangay 187,pasay city,ncr,barangay 187 pasay city ncr,PASAY-ZONE 3,serviceable
barangay 188,pasay city,ncr,barangay 188 pasay city ncr,PASAY-ZONE 3,serviceable
barangay 189,pasay city,ncr,barangay 189 pasay city ncr,PASAY-ZONE 3,serviceable
barangay 19,pasay city,ncr,barangay 19 pasay city ncr,BACLARAN 1-ZONE 5,serviceable
barangay 190,pasay city,ncr,barangay 190 pasay city ncr,PASAY-ZONE 3,serviceable
barangay 191,pasay city,ncr,barangay 191 pasay city ncr,SANTO NINO-ZONE 2,serviceable
barangay 192,pasay city,ncr,barangay 192 pasay city ncr,SANTO NINO-ZONE 2,serviceable
barangay 193,pasay city,ncr,barangay 193 pasay city ncr,SANTO NINO-ZONE 2,serviceable
barangay 194,pasay city,ncr,barangay 194 pasay city ncr,SANTO NINO-ZONE 2,serviceable
barangay 195,pasay city,ncr,barangay 195 pasay city ncr,SANTO NINO-ZONE 2,serviceable
barangay 196,pasay city,ncr,barangay 196 pasay city ncr,SANTO NINO-ZONE 2,serviceable
barangay 197,pasay city,ncr,barangay 197 pasay city ncr,SANTO NINO-ZONE 2,serviceable
barangay 198,pasay city,ncr,barangay 198 pasay city ncr,SANTO NINO-ZONE 2,serviceable
barangay 199,pasay city,ncr,barangay 199 pasay city ncr,SANTO NINO-ZONE 2,serviceable
barangay 2,pasay city,ncr,barangay 2 pasay city ncr,BACLARAN 1-ZONE 5,serviceable
barangay 20,pasay city,ncr,barangay 20 pasay city ncr,BACLARAN 1-ZONE 5,serviceable
barangay 200,pasay city,ncr,barangay 200 pasay city ncr,SANTO NINO-ZONE 2,serviceable
barangay 201,pasay city,ncr,barangay 201 pasay city ncr,PARANAQUE-ZONE 7,serviceable
barangay 21,pasay city,ncr,barangay 21 pasay city ncr,BACLARAN 1-ZONE 5,serviceable
barangay 22,pasay city,ncr,barangay 22 pasay city ncr,BACLARAN 1-ZONE 5,serviceable
barangay 23,pasay city,ncr,barangay 23 pasay city ncr,BACLARAN 1-ZONE 5,serviceable
barangay 24,pasay city,ncr,barangay 24 pasay city ncr,BACLARAN 1-ZONE 1,serviceable
barangay 25,pasay city,ncr,barangay 25 pasay city ncr,BACLARAN 1-ZONE 1,serviceable
barangay 26,pasay city,ncr,barangay 26 pasay city ncr,BACLARAN 1-ZONE 1,serviceable
barangay 27,pasay city,ncr,barangay 27 pasay city ncr,BACLARAN 1-ZONE 1,serviceable
barangay 28,pasay city,ncr,barangay 28 pasay city ncr,BACLARAN 1-ZONE 1,serviceable
barangay 29,pasay city,ncr,barangay 29 pasay city ncr,BACLARAN 1-ZONE 1,serviceable
barangay 3,pasay city,ncr,barangay 3 pasay city ncr,BACLARAN 1-ZONE 5,serviceable
